title:t3, start timestamp:1614942151.447494, stop timestamp:1614942197.166235, headset type:EPOCFLEX, headset serial:F00001ED, headset firmware:f12, subject name:s17, channels:75, sampling rate:128, samples:5901      , version:2.0
Timestamp,EEG.Counter,EEG.Interpolated,EEG.Cz,EEG.Fz,EEG.Fp1,EEG.AF3,EEG.F7,EEG.F3,EEG.FC1,EEG.C3,EEG.FC5,EEG.T7,EEG.CP5,EEG.CP1,EEG.P3,EEG.P7,EEG.PO3,EEG.O1,EEG.Pz,EEG.Oz,EEG.O2,EEG.PO4,EEG.P8,EEG.P4,EEG.CP2,EEG.CP6,EEG.T8,EEG.FC6,EEG.C4,EEG.FC2,EEG.F4,EEG.F8,EEG.AF4,EEG.Fp2,EEG.HighBitFlex,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.Cz,CQ.Fz,CQ.Fp1,CQ.AF3,CQ.F7,CQ.F3,CQ.FC1,CQ.C3,CQ.FC5,CQ.T7,CQ.CP5,CQ.CP1,CQ.P3,CQ.P7,CQ.PO3,CQ.O1,CQ.Pz,CQ.Oz,CQ.O2,CQ.PO4,CQ.P8,CQ.P4,CQ.CP2,CQ.CP6,CQ.T8,CQ.FC6,CQ.C4,CQ.FC2,CQ.F4,CQ.F8,CQ.AF4,CQ.Fp2,CQ.Overall
1614942151.447494,50.000000,0.000000,54.743877,101.644165,138.635712,82.562950,97.327202,98.254425,119.860046,87.264862,114.131508,-15.874021,104.968979,77.397858,30.734610,19.442850,81.391090,49.103500,74.603081,91.886894,-25.826965,-39.457409,88.553101,89.778549,-60.095245,-32.647121,120.836662,32.594593,103.461563,109.733772,112.208061,-187.078232,138.054459,142.051407,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614942151.455343,51.000000,0.000000,54.689133,105.645081,134.907333,87.095772,96.717049,100.720276,119.740189,87.690422,119.658401,-14.832506,124.351189,83.987129,50.703873,18.397766,87.463539,54.182602,77.605400,98.974487,-20.672934,-37.879490,102.823517,88.150307,-59.009510,-26.973448,118.151726,29.997896,103.870926,108.598396,111.070213,-186.891144,137.916397,135.755508,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614942151.463092,52.000000,0.000000,55.147263,109.129181,129.644226,89.572777,97.645973,100.619553,119.620445,87.602730,120.051567,-14.817674,141.149918,98.262115,81.935219,51.199883,120.196594,86.948929,81.117538,119.901154,-21.165081,-38.354431,106.310440,79.344208,-59.463322,-18.741346,108.802803,27.403795,103.767052,109.002617,104.292473,-197.986313,137.778488,135.106934,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614942151.470942,53.000000,0.000000,57.143398,107.994408,130.027390,88.970383,97.035507,101.544579,119.500824,87.515129,119.931511,-12.238753,149.726715,106.881805,106.468674,83.969193,147.768707,116.092751,85.651802,133.627411,-19.605453,-35.239155,113.383614,86.444351,-59.403858,-17.696964,102.540154,27.889212,103.150467,110.432083,101.624084,-210.608841,135.589417,135.484634,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614942151.478691,54.000000,0.000000,58.624718,107.886414,135.538391,84.778847,97.451294,99.904572,119.381325,87.427612,116.221840,-7.098310,153.166733,105.749275,121.746819,96.192917,147.620941,110.848450,89.668716,135.545059,-14.457644,-24.434683,135.834335,108.922012,-59.857273,-20.243370,113.206841,28.374144,105.098595,116.475494,101.009636,-203.731567,133.402542,135.861969,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614942151.486540,55.000000,0.000000,58.053272,108.291351,136.941315,86.232529,102.482048,102.881584,119.261940,87.340187,113.541512,-2.988647,154.039200,103.592247,122.650711,96.609543,152.601517,110.737602,90.604691,136.947983,3.505533,-1.333325,155.185684,121.633598,-57.746136,-12.530819,132.067993,27.832949,113.198624,120.461578,107.062469,-187.117569,133.781967,139.315857,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614942151.494289,56.000000,0.000000,58.508038,107.670242,136.804382,96.402710,108.020592,112.522293,119.142677,87.252846,118.556175,0.091265,162.603119,105.539940,123.040878,114.974472,178.602768,138.319168,97.693573,154.759750,33.758438,24.821854,161.184341,125.101715,-52.047363,4.404789,146.294907,28.317936,119.752090,120.341118,121.314384,-180.263794,136.212280,142.766281,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614942151.502138,57.000000,0.000000,58.449532,107.562569,138.206039,102.972969,108.425392,114.461052,119.023537,87.165588,123.565826,1.629635,174.235382,109.024139,128.046051,129.731293,187.142105,156.129578,111.954849,175.630630,45.519550,34.027802,166.664185,136.258667,-51.482494,17.733717,148.712708,32.905003,118.606697,120.220779,126.321274,-181.621979,138.127365,142.623520,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614942151.509888,58.000000,0.000000,58.391083,107.455009,136.016541,100.818718,107.291321,106.654289,118.904510,87.078423,123.442261,-1.448918,163.804733,110.453575,113.559029,114.729767,157.724197,132.383698,118.509567,169.813980,27.012493,23.737364,169.061615,143.301895,-49.379730,22.844189,139.333221,38.000301,117.975273,119.587738,118.502647,-182.466003,140.040512,141.968079,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614942151.517736,59.000000,0.000000,57.307049,107.347549,137.931808,99.692261,108.722496,102.957886,118.272789,86.991348,125.882919,-3.498751,141.076828,104.189278,83.701874,89.486832,131.925446,99.943626,114.288490,153.233902,10.575224,9.354651,156.584869,134.440643,-44.202145,22.821344,136.629791,40.013584,119.908577,120.493790,115.820038,-178.180969,140.926117,142.338928,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614942151.525486,60.000000,0.000000,57.249741,107.240204,152.152847,101.131027,114.254799,104.906212,119.692978,86.904358,125.244217,-1.956790,130.166519,89.726112,60.541252,66.320427,125.639679,88.048805,104.943436,150.516571,4.410802,-2.962395,133.351364,124.049789,-51.337433,12.542113,145.723938,39.460751,116.198929,123.450218,116.217041,-168.259201,140.785187,142.196594,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
