title:22, start timestamp:1614737515.704186, stop timestamp:1614737561.732491, headset type:EPOCFLEX, headset serial:F00001ED, headset firmware:f12, subject name:s16, channels:75, sampling rate:128, samples:5940      , version:2.0
Timestamp,EEG.Counter,EEG.Interpolated,EEG.Cz,EEG.Fz,EEG.Fp1,EEG.F7,EEG.F3,EEG.FC1,EEG.C3,EEG.FC5,EEG.FT9,EEG.T7,EEG.TP9,EEG.CP5,EEG.CP1,EEG.P3,EEG.P7,EEG.O1,EEG.Pz,EEG.Oz,EEG.O2,EEG.P8,EEG.P4,EEG.CP2,EEG.CP6,EEG.TP10,EEG.T8,EEG.FT10,EEG.FC6,EEG.C4,EEG.FC2,EEG.F4,EEG.F8,EEG.Fp2,EEG.HighBitFlex,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.Cz,CQ.Fz,CQ.Fp1,CQ.F7,CQ.F3,CQ.FC1,CQ.C3,CQ.FC5,CQ.FT9,CQ.T7,CQ.TP9,CQ.CP5,CQ.CP1,CQ.P3,CQ.P7,CQ.O1,CQ.Pz,CQ.Oz,CQ.O2,CQ.P8,CQ.P4,CQ.CP2,CQ.CP6,CQ.TP10,CQ.T8,CQ.FT10,CQ.FC6,CQ.C4,CQ.FC2,CQ.F4,CQ.F8,CQ.Fp2,CQ.Overall
1614737515.704186,86.000000,0.000000,-0.827099,-0.307185,-43.096340,-75.055519,-40.079109,-7.261084,-19.617479,-29.138092,-33.918430,-42.177315,-67.484810,-34.023769,-6.372739,-34.239174,-46.120010,-179.092117,-8.322083,-29.080841,-48.154156,-108.639153,-15.770031,2.355020,16.795835,-22.820383,6.779135,24.491514,91.720467,-10.187728,-1.184381,35.044830,56.473927,39.107647,0.000000,195.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614737515.712035,87.000000,0.000000,-0.313452,-2.358159,-42.540424,-72.416359,-40.039028,-7.253823,-19.597862,-25.519211,-33.371689,-23.673597,-61.776299,-30.912825,-4.827905,-27.538267,-42.484146,-173.271988,-7.800941,-16.231247,-36.311131,-92.120255,-10.113235,2.352665,21.907244,-17.669357,18.054407,24.979843,74.192848,3.155793,-0.157556,35.522606,68.212326,39.581360,0.000000,204.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614737515.719784,88.000000,0.000000,-0.825959,-3.381442,-42.497883,-74.395226,-39.998989,-7.246569,-18.039803,-29.083435,-33.338318,-36.470436,-61.714520,-31.394732,-5.335897,-28.536369,-47.057045,-180.278214,-8.305961,-17.753479,-36.274818,-74.592239,-6.513378,2.350313,34.705849,-16.626047,27.267122,23.929222,70.016090,6.229560,-0.157398,36.512726,80.964622,41.593063,0.000000,208.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614737515.727633,89.000000,0.000000,-0.312312,-2.865240,-47.070770,-73.295189,-39.958992,-7.239323,-19.560225,-27.003071,-33.817802,-48.741661,-61.139988,-23.158209,-6.356202,-24.918089,-49.061272,-183.687668,-8.810475,-18.761366,-36.238544,-58.620209,-5.994044,2.860783,37.748066,-14.045320,38.009087,17.238626,73.022995,-6.084362,-0.670061,33.399288,70.627251,34.371983,0.000000,200.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614737515.735381,90.000000,0.000000,-0.312000,-2.862375,-50.613445,-67.580864,-39.919033,-6.719263,-18.002203,-23.899143,-33.271164,-46.128815,-40.053204,-4.160692,-1.221641,-5.405992,-25.422466,-154.786041,-0.596536,1.257396,-18.766409,-53.946201,2.217078,2.345102,33.094936,-3.262043,32.842873,11.580362,78.078178,-6.078278,-0.156571,32.340248,61.838673,23.568378,0.000000,191.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614737515.743030,91.000000,0.000000,0.201132,-2.859513,-48.511547,-61.872261,-34.238087,-7.225364,-3.625226,-20.285501,-31.186609,-34.287815,-9.756742,9.176803,6.984709,15.112235,7.423470,-121.810738,11.198932,27.922806,6.380563,-43.635845,19.650759,3.881218,37.164402,15.715578,31.784388,19.261089,94.410355,11.876519,2.920509,41.538677,77.674271,31.237118,0.000000,200.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614737515.750779,92.000000,0.000000,1.739393,-2.856653,-45.386112,-61.297569,-28.050003,-7.218139,11.250195,-13.598549,-29.104141,-9.125321,1.535066,13.270189,10.567468,21.763788,22.287842,-102.714569,15.803118,35.074368,14.579310,-34.361443,27.323416,7.979901,44.306728,25.956272,51.752602,28.472597,86.623642,19.556950,7.532973,47.138165,84.263268,46.077675,0.000000,198.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614737515.758428,93.000000,0.000000,4.301756,-2.853796,-46.366367,-61.749092,-27.509132,-6.698100,11.238944,-8.969566,-29.075037,2.678676,-1.030571,13.769740,10.556900,20.203564,21.752733,-100.560570,15.787314,30.423910,7.385244,-49.198875,22.680708,11.561665,44.775242,23.879034,51.700851,24.854382,57.819065,15.434829,8.551081,39.911541,63.666180,35.775188,0.000000,165.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614737515.766177,94.000000,0.000000,3.784634,-2.850943,-46.320004,-61.174522,-28.507265,-8.229863,4.561038,-7.422135,-29.045961,-13.221438,-3.080823,10.166226,9.520702,19.670540,22.243801,-99.947189,12.181784,30.393486,3.275295,-64.021469,15.991360,9.498821,43.192005,17.701309,26.520945,18.162861,68.017654,8.239907,7.516889,34.230602,51.807644,15.226592,0.000000,175.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1614737515.773826,95.000000,0.000000,-0.834535,-2.848092,-45.760860,-63.164627,-27.965937,-10.785736,3.530836,-18.696764,-29.016916,-23.977448,-11.282870,-1.125991,4.382977,15.035484,12.477967,-111.642113,2.938833,25.234888,-6.471570,-70.111298,3.667676,1.797014,39.559067,6.401556,14.699552,17.631878,94.616310,-6.127307,5.458090,35.734833,58.935322,16.749826,0.000000,194.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
