title:20, start timestamp:1614490391.242231, stop timestamp:1614490436.798868, headset type:EPOCFLEX, headset serial:F00001ED, headset firmware:f12, subject name:s14, channels:75, sampling rate:128, samples:5876      , version:2.0
Timestamp,EEG.Counter,EEG.Interpolated,EEG.Cz,EEG.Fz,EEG.Fp1,EEG.F7,EEG.F3,EEG.FC1,EEG.C3,EEG.FC5,EEG.FT9,EEG.T7,EEG.TP9,EEG.CP5,EEG.CP1,EEG.P3,EEG.P7,EEG.O1,EEG.Pz,EEG.Oz,EEG.O2,EEG.P8,EEG.P4,EEG.CP2,EEG.CP6,EEG.TP10,EEG.T8,EEG.FT10,EEG.FC6,EEG.C4,EEG.FC2,EEG.F4,EEG.F8,EEG.Fp2,EEG.HighBitFlex,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.Cz,CQ.Fz,CQ.Fp1,CQ.F7,CQ.F3,CQ.FC1,CQ.C3,CQ.FC5,CQ.FT9,CQ.T7,CQ.TP9,CQ.CP5,CQ.CP1,CQ.P3,CQ.P7,CQ.O1,CQ.Pz,CQ.Oz,CQ.O2,CQ.P8,CQ.P4,CQ.CP2,CQ.CP6,CQ.TP10,CQ.T8,CQ.FT10,CQ.FC6,CQ.C4,CQ.FC2,CQ.F4,CQ.F8,CQ.Fp2,CQ.Overall
1614490391.242231,109.000000,0.000000,-2.317608,-9.138772,-19.033520,-4.809091,-2.073147,4.430318,-6.316387,4.256586,-9.154036,-9.121737,-5.910819,4.347783,2.541774,-0.286450,-18.114410,11.572978,1.627424,-9.837740,-29.028727,-21.110264,-4.178181,-77.827705,-2.609237,-51.788937,-4.823776,-12.919473,-19.205681,-2.927289,-9.179278,-2.411570,-14.894887,-8.848738,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,83.333336
1614490391.250079,110.000000,0.000000,-3.340931,-9.129633,-14.911922,-10.445307,-2.071074,4.425888,-6.822891,3.739509,-11.196164,-9.112616,-3.853626,3.830615,2.539232,-2.850266,-20.147577,8.997302,-8.630614,-15.468927,-29.512518,-33.909668,-14.430413,-64.929367,-7.222012,-67.634583,-2.254850,-14.445015,-19.186476,-4.462823,-9.682920,-2.921979,-17.444094,-9.352710,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,83.333336
1614490391.257828,111.000000,0.000000,1.790615,-9.633324,-11.820087,-12.486144,-2.069002,4.421462,-6.303247,1.171667,-13.236250,-3.462478,3.842535,3.826784,3.049513,0.742327,-10.896661,7.962664,-3.493778,-15.966279,-31.021467,-31.824474,-18.005726,-32.043926,-17.471201,-71.669518,0.824328,-12.892108,-15.577546,-3.432719,-8.134775,1.696328,-18.452291,-8.830537,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,83.333336
1614490391.265677,112.000000,0.000000,4.352927,-8.598049,-18.474934,-11.448016,-2.066933,4.417041,-7.322585,-0.367967,-13.735834,-4.997477,2.300231,4.335778,0.482361,0.228764,-4.731918,10.005983,-0.413361,-12.873389,-28.939163,-28.715727,-15.423618,-0.217009,-13.351165,-66.982460,-0.714958,-12.366395,-9.408122,-3.942107,-3.511256,7.335657,-18.433840,-12.411449,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,83.333336
1614490391.273425,113.000000,0.000000,2.810112,-6.538169,-22.559023,-17.590414,-2.064867,4.412623,-9.879365,0.145222,-13.209278,-12.684787,-6.932838,3.305801,-4.133506,-6.950952,-8.829750,7.431875,-11.182178,-17.475901,-30.448687,-32.789577,-18.997938,-16.114227,-2.568583,-71.530861,-2.765525,-11.328388,-6.834611,-3.938165,-0.943642,9.379603,-17.902584,-17.527243,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,83.333336
1614490391.281274,114.000000,0.000000,3.320123,-4.993170,-19.972361,-23.726671,-2.062802,4.408211,-7.818204,0.145077,-13.196069,-14.723384,-10.002829,-1.312890,-5.667834,-10.533744,-11.897843,-3.344788,-15.786381,-41.560989,-48.366955,-38.910633,-34.363556,-36.098114,-4.104476,-85.305481,-9.429426,-9.265778,-8.879059,-3.421406,-1.968340,8.344583,-18.397503,-16.484076,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,83.333336
1614490391.289022,115.000000,0.000000,3.316803,-5.500997,-18.413927,-20.626020,-2.573559,4.403803,-3.195001,0.144931,-13.695693,-14.195841,-8.454364,-3.875679,-4.636525,-8.984749,-17.014151,-12.572212,-12.693671,-56.904045,-57.549358,-42.461464,-44.072781,-30.420990,-13.843962,-92.399666,-20.189228,-9.256512,-13.485564,-3.930805,-1.966371,2.182392,-18.379105,-12.365026,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,83.333336
1614490391.296871,116.000000,0.000000,2.800665,-5.495496,-14.292950,-13.425907,-2.058165,4.399399,-2.166165,0.144787,-13.681997,-13.668824,-8.445910,-3.358983,-4.631888,-8.462944,-27.766367,-14.610922,-13.193798,-43.000984,-41.594372,-36.777977,-34.285118,-39.108517,-19.471144,-82.563675,-10.938269,-6.170332,-15.010540,-2.901234,-1.451584,0.641748,-15.796623,-7.224457,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,83.333336
1614490391.304619,117.000000,0.000000,3.310685,-4.977180,-6.073528,-11.361199,-2.568928,4.395000,-2.676819,0.144642,-13.155495,-13.655155,-9.463105,-3.355624,-5.140077,-11.531404,-32.866806,-14.596311,-13.693425,-31.675934,-29.757906,-23.920689,-18.866219,-68.300179,-15.861928,-64.019577,9.585490,0.502505,-12.431427,-0.847050,-1.962953,11.923158,-9.626981,-0.037745,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,83.333336
1614490391.312468,118.000000,0.000000,1.768913,-5.485023,-2.477711,-12.888300,-3.079179,4.390604,-3.699784,0.144497,-13.142340,-15.179961,-9.453642,-3.865089,-5.134937,-14.083975,-30.269836,-8.940689,-13.679731,-23.951950,-25.112764,-17.230101,-11.155045,-75.924187,-6.102477,-53.186325,6.498981,-0.010818,-13.444637,0.179438,-1.960990,18.065081,-6.540431,5.090498,8064.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,83.333336
